"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"28V62WJG","journalArticle","2017","Kauppi, Katri; Hannibal, Claire","Institutional pressures and sustainability assessment in supply chains","Supply Chain Management: An International Journal","","1359-8546","https://doi.org/10.1108/SCM-01-2017-0004","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S1359854617000107","Purpose Firms are increasingly held accountable for the welfare of workers across entire supply chains and so it is surprising that standard forms of governance for socially sustainable supply chain management have not yet emerged. Assessment initiatives have begun to develop as a proxy measure of social sustainable supply chain management. This research aims to examine how social sustainability assessment initiatives instigate and use institutional pressures to drive third-party accreditation as the legitimate means of demonstrating social sustainability in a global supply chain. Design/methodology/approach Ten assessment initiatives focused on assuring social sustainability across supply chains are examined. Data are collected through interviews with senior managers and publicly available secondary material. Findings The findings show how the social sustainability assessment initiatives act by instigating institutional pressures indirectly rather than directly. Coercive pressures are the most prevalent and are exerted through consumer and compliance requirements. The notion of pressures operating as a chain is proposed, and the recognition that actors within and outside of a supply chain are crucial to the institutionalization of social sustainability is discussed. Originality/value Studies on sustainable supply chain management often focus on how companies sense and act upon institutional pressures. To add to the extant body of knowledge, this study focuses on the sources of the pressures and demonstrates how assessment initiatives use coercive, normative and mimetic pressures to drive the adoption of social sustainability assessment in supply chains.","2017","2025-07-26 06:53:30","2025-07-26 06:53:30","","458-472","","5","22","","","","","","","","","","","","","","","","","","","","","Sustainability; Performance measurement; Global supply chain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EIULD37K","journalArticle","2014","Fear, William James; Azambuja, Ricardo","Narrative and deliberative instauration: The use of narrative as process and artefact in the social construction of institutions","Learning, Culture and Social Interaction","","2210-6561","https://doi.org/10.1016/j.lcsi.2014.04.002","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S2210656114000348","Patient Safety is a global institution in the field largely assumed to have emerged following the publication of To Err Is Human by the Institute of Medicine in 1999. In this paper we demonstrate that Patient Safety has been constructed as an institution separately in the practice of anaesthesia since 1954 and in hospitalised care since 1964. The publication of To Err was, in fact, only one of a number of later field configuring events. We use Bruner's (1991) theory of narrative to frame the institution building process which we term deliberative instauration in recognition of the historic literature on the subject. We further link the process of institution building to Vygotsky's theory of social mediation and the use of artefacts in relation to the object of intended action. We conclude that a narrative can be understood as both an artefact and a process used in the social construction of institutions by professional psychological collectives (in this case physicians).","2014","2025-07-26 06:53:30","2025-07-26 06:53:30","","286-295","","4","3","","","","","","","","","","","","","","","","","","","","","Institution; Artefact; Healthcare; Narrative; Patient Safety","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LJP4P284","journalArticle","2025","Steiner, Oskar A. M.","City digital twins and the urban laboratory: The practice and politics of ‘sandbox urbanism’","Cities","","0264-2751","https://doi.org/10.1016/j.cities.2025.106261","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S0264275125005621","City Digital Twins (CDTs) are digital platforms that combine urban data to support city monitoring through predictive simulations and the visualization of city dynamics. Through case studies of Rennes Métropole, the Communauté d'agglomération Paris-Saclay, and Dassault Systèmes—two French intermunicipal authorities and a global software firm—this paper conceptualizes CDTs as “urban laboratory projects” that aim to performatively enact cities as sites for technological innovation. Yet, as entrepreneurial actors use CDTs to showcase innovative self-narratives, advancing these projects locally requires the negotiated ‘enrolment’ of various organizational partners. In these interactions, entrepreneurs flexibilize the definitions of their projects in order to adaptat to institutional obduracy. This is found to be a recursive cycle in which flexibility and stability in the organization of urban networks are self-reinforcing. While urban laboratory projects like the CDT may support the advancement of a certain 'innovative' symbolic order, the interaction between (1) flexible project definitions and experimental relationships on the one hand and (2) stable institutions and sustained narratives on the other often produces ephemeral experiences over lasting infrastructural or institutional change. The study finds that the enactment of the urban laboratory reinforces a “sandbox” approach to urban governance in which projects are constantly renewed but never completed. Through a discussion of this ‘sandbox urbanism,’ the research offers a critical view of the social entropy generated by the laboratorization of urban governance.","2025","2025-07-26 06:53:30","2025-07-26 06:53:30","","106261","","","166","","","","","","","","","","","","","","","","","","","","","Smart city; Digital twin; Sandbox urbanism; Sociology of innovation; Urban governance; Urban laboratory","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JQ2C87VA","journalArticle","2021","Cleary, Joseph","The role of storytelling in a nonhostile takeover","Qualitative Research in Organizations and Management: An International Journal","","1746-5648","https://doi.org/10.1108/QROM-10-2019-1832","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S1746564821000148","Purpose Why did a powerful department of hospital doctors support a merger with a rival hospital that they knew would ruin their beloved workplace? Design/methodology/approach This ethnographic study draws on 12 months of fieldwork consisting of 24 one-on-one interviews as well as 26 h of observations, informal conversations and archival records research to answer its research question. Grounded theory and the discourse analysis were employed to analyze all data. Findings Data reveal how participants' belief in a “merge or go bankrupt” narrative contributed to widespread support for a merger that seemed unthinkable on the surface. Although each doctor believes the merger will jeopardize or ruin their workplace culture, none resisted the merger nor did any ask hospital executives to provide evidence in support of their claims regarding the benefits of the merger (namely, that it would save their organization from inevitable bankruptcy). Research limitations/implications The author relied on a family relative to introduce the author to and gain entry into this workplace. One potential consequence is biased interpretations of data. To address this, the author constantly revisited the data and compared the author’s interpretations with interviewees' words (i.e. “grounded” theory). Originality/value This study provides empirical and theoretical contributions to organizational storytelling scholarship.","2021","2025-07-26 06:53:30","2025-07-26 06:53:30","","145-169","","1","16","","","","","","","","","","","","","","","","","","","","","Health care; Narrative; Merger; Organizational sense-making; Organizational storytelling; Qualitative methods","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9NTK7MRU","journalArticle","2017","Jolly, Suyash","Role of institutional entrepreneurship in the creation of regional solar PV energy markets: Contrasting developments in Gujarat and West Bengal","Energy for Sustainable Development","","0973-0826","https://doi.org/10.1016/j.esd.2016.10.004","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S0973082615303045","With political initiatives, such as the National Solar Mission by Government of India, rapid development of grid connected solar PV energy in India has occurred in the recent times. However, an interesting puzzle is with respect to significant regional differences in Indian states despite similar levels of solar radiation, government support and regional level policy and regulatory initiatives in the states. The paper discusses the implementation of grid-connected solar PV energy in two Indian states – Gujarat and West Bengal – under the national-level program Jawaharlal Nehru National Solar Mission by the government of India. The paper offers empirical insights into implementation barriers involved in regional sustainable energy initiatives by using insights from the institutional entrepreneurship literature. The study concludes by describing the reasons for successful implementation in Gujarat and less successful implementation in West Bengal by discussing regional similarities and differences of institutional entrepreneurship of three key actors: government officials within regional government, regional regulatory agencies and regional industry associations.","2017","2025-07-26 06:53:30","2025-07-26 06:53:30","","77-92","","","38","","","","","","","","","","","","","","","","","","","","","Institutional entrepreneurship; Implementation; Gujarat; Regional; Solar PV; West Bengal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2Y2CLR7M","journalArticle","2019","Li, Zheng; Zhou, Xizhen; Jung, Samuel; Li, Jun","China’s 40-year road to innovation","Chinese Management Studies","","1750-614X","https://doi.org/10.1108/CMS-01-2019-0019","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S1750614X19000223","Purpose The purpose of this paper is to review the evolution of policies and practices of innovation in China for the past 40 years. Design/methodology/approach This is a review paper. It adopts a different multi-dimensional, qualitative methodology to examine China’s trajectory of innovation from the economic reform since 1978, highlighting “China” experiences in the developing innovation-driven economy, also pointing the challenges that China faces in this transition process and future prospects. The analysis of China’s innovation performance was based mostly on secondary data from sources and institutions that use statistical data to build country rankings, such as the global innovation index and global competitiveness index. Findings It is found that the institutional foundations of the national innovation system in China are already being laid, and so far, China has made extraordinary progress regarding innovation performance from country to region and from business to individual. However, some critical challenges in its innovation-driven development still need urgent attention and effective efforts to reinforce them. Originality/value This paper aims to fill the gap in the literature by providing an overview of the evolution of the policies and practices of innovation development in China since the 1978 economic reforms and explores the Chinese experiences in transforming into an innovation-driven economy.","2019","2025-07-26 06:53:30","2025-07-26 06:53:30","","335-357","","2","14","","","","","","","","","","","","","","","","","","","","","China; Innovation; Economic; Chinese experiences; Socioeconomic; The innovation-driven development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYXLYZWW","journalArticle","2022","Apfel, Dorothee","Renewable energy transition in Senegal? Exploring the dynamics of emerging paths to a sustainable energy system","Energy Research & Social Science","","2214-6296","https://doi.org/10.1016/j.erss.2022.102771","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S2214629622002742","Research into the transition of energy systems has attracted considerable attention in recent years from a wide range of disciplines and perspectives. From evolutionary economic geography (EEG), scholars have emphasized the processes underlying the formation of new energy paths in energy system transitions. These processes have been well studied in Global North countries, but insights into the processes shaping the energy transition in sub-Saharan Africa are still limited. This study provides a contribution to fill that gap by exploring the emerging energy paths in Senegal through the lens of EEG, using the framework of regional path creation processes to analyze qualitative interview data from 17 experts in the Senegalese energy sector. Senegal is an instructive country to study, as its energy sector is undergoing substantial reform that has accelerated the deployment of large-scale renewable energy projects in recent years. The study uncovers three parallel evolving energy paths stemming from path transplantation, indigenous path creation, and path upgrading. Each path differs greatly in its legitimation and in the role of institutions as enablers. These results not only contribute to the ongoing scientific debate; but also provide insights for development agencies, national and regional institutions, NGOs and private actors involved in the Senegalese energy system.","2022","2025-07-26 06:53:30","2025-07-26 06:53:30","","102771","","","92","","","","","","","","","","","","","","","","","","","","","Renewable energies; Legitimation; Energy transition; Path creation processes; Senegal; Sub-Saharan Africa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B5ZAXHNH","journalArticle","2019","Lewis, Alexander C.; Cardy, Robert L.; Huang, Lulu S. R.","Institutional theory and HRM: A new look","Human Resource Management Review","","1053-4822","https://doi.org/10.1016/j.hrmr.2018.07.006","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S1053482218302626","The context of HRM is important but undertheorized (Paauwe, 2009) and subsequently underresearched (Jackson, Schuler, & Jiang, 2014). We offer two recent perspectives of institutional theory—institutional logics and institutional work—as theoretical lenses through which scholars can explore the influence of institutional context on HRM and more intriguingly the influence of HRM professionals on their institutional contexts. Though others have introduced institutional theory to HRM scholarship (e.g. Paauwe & Boselie, 2003), we bring a conceptualization of institutional theory that reflects its advances over the last fifteen years, advances highly relevant to HRM scholars. While previous conceptualizations of institutional theory focus on the direct constraint of institutions on HRM, institutional logics emphasizes complexity, multilevel dynamics, and agency. Similarly, institutional work addresses agency at the day-to-day level, exploring how actors create, maintain, and disrupt the institutional contexts in which they are embedded. Directions for HRM research are discussed.","2019","2025-07-26 06:53:30","2025-07-26 14:40:12","","316-335","","3","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q93HDZWF","journalArticle","2020","Branstad, Are; Solem, Birgit A.","Emerging theories of consumer-driven market innovation, adoption, and diffusion: A selective review of consumer-oriented studies","Journal of Business Research","","0148-2963","https://doi.org/10.1016/j.jbusres.2020.01.028","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S0148296320300412","In this study, we argue for a redefining of the consumer's role in market innovation and suggest new patterns of consumer adoption and diffusion of market innovations. In studying the consumer-oriented literature, we identify and compare three underlying market innovation logics: (1) the incumbent legitimator logic, where market innovation is about established providers' expansion or creation of new markets through collaboration with external stakeholder groups, (2) the consumer activist logic, where market innovations are created as a result of market activism from consumers, and (3) the market co-creator logic, where markets are expanded or created through institutional change initiated by providers' and consumers' co-creation practices. Through examples from the digitalisation of local food markets, we discuss managerial implications of using each of the three market innovation logics as a perspective-taking lens.","2020","2025-07-26 06:53:30","2025-07-26 06:53:30","","561-571","","","116","","","","","","","","","","","","","","","","","","","","","Institutional theory; Diffusion; Co-creation; Consumers; Adoption; Market innovation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ETJ3GP6J","journalArticle","2025","Stef, Nicolae; Arfaoui, Nabila; Jabeur, Sami Ben; Nasir, Muhammad Ali","Institutional quality and firms’ recycling performance","Journal of Environmental Management","","0301-4797","https://doi.org/10.1016/j.jenvman.2025.125801","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S0301479725017773","The institutional environment can play a crucial part in the adoption of recycling practices by firms. Drawing on a sample of 1096 nonfinancial listed firms operating in 40 countries over the period 2012–2024, our study investigates the effects of institutional stability (political stability and confidence in the rule of law) and institutional conduciveness (free and fair corporate governance, a liberal market and an effective administrative infrastructure) on corporate recycling performance. Estimates reveal that listed firms tend to recycle a larger proportion of their waste in countries with a high level of political accountability that are also politically more stable. In such countries, the voting power of citizens can put pressure on politicians to monitor more effectively the waste management of large listed firms. Therefore, political actors can have a major role in increasing a firm's level of recycled waste by providing a more predictable political agenda and by monitoring more effectively the ecological impact of firms.","2025","2025-07-26 06:53:30","2025-07-26 06:53:30","","125801","","","386","","","","","","","","","","","","","","","","","","","","","Climate change; Institutions; Circular economy; Firm; Recycled waste","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NDLAQL87","journalArticle","2019","Escandón-Barbosa, Diana Marcela; Urbano, David; Hurtado-Ayala, Andrea; paramo, Jairo Salas; Dominguez, Alvaro Zapata","Formal institutions, informal institutions and entrepreneurial activity: A comparative relationship between rural and urban areas in Colombia","Journal of Urban Management","","2226-5856","https://doi.org/10.1016/j.jum.2019.06.002","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S2226585619300500","The study of the impact of institutions on entrepreneurship has been a topic of great interest in recent years. Nevertheless, less attention has been paid to the relation that can exist between the spatial context and the entrepreneurial activities. Specifically, institutions and the space of entrepreneurial activities in a country have rarely been considered as a whole. This paper attempts to bridge the gap between these two aspects and seeks to examine the entrepreneurial activity in rural areas in comparison with urban areas based on the formal and informal institutions in an emerging economy such as Colombia. It claims that the formal institutions affect rural and urban entrepreneurs differently, examining the moderating effect of the informal institutions on this relation. Using a hierarchical logic model with panel data, 30 cities in Colombia over the period 2000–2013 are used as samples to explore the differences between rural and urban areas. It is found that the informal institutions achieve greater influence in the rural areas; these areas are favored to a greater extent by the social norms, since they are smaller territories with greater integration between citizens. However, the existence of subjective and objective insecurity affects rural entrepreneurial activity in a wider scope than urban entrepreneurial activity, decreasing the creation of new ventures.","2019","2025-07-26 06:53:30","2025-07-26 06:53:30","","458-471","","3","8","","","","","","","","","","","","","","","","","","","","","Entrepreneurship; Formal and informal institutions; Rural areas; Urban areas","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FWEY8FTH","journalArticle","2020","Lente, Harro van; Boon, Wouter P. C.; Klerkx, Laurens","Positioning of systemic intermediaries in sustainability transitions: Between storylines and speech acts","Environmental Innovation and Societal Transitions","","2210-4224","https://doi.org/10.1016/j.eist.2020.02.006","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S2210422420300320","How do systemic intermediaries obtain legitimate roles for themselves in innovation systems and transition processes? This is still an understudied question in the study of systemic intermediaries. We start from the observation that roles, or positions, are not given, but emerge in interactions as a negotiated set of rights and obligations. Inspired by positioning theory, which has its roots in symbolic interactionism, we analyse how positions are invoked in the actors’ various actions and statements (‘speech acts’) and how they draw from the mutually constructed narratives (‘storylines’) that enable and constrain the range of possible positions. We analyse, over time, the positioning of three Dutch systemic intermediaries in agriculture, energy production, and healthcare. We conclude that systemic intermediaries move together with the promise of the field and, as a consequence, have to reposition themselves. In different phases, they both profit and suffer from the dilemma between initiating and sustaining innovative systemic changes.","2020","2025-07-26 06:53:30","2025-07-26 06:53:30","","485-497","","","36","","","","","","","","","","","","","","","","","","","","","Innovation intermediaries; Sustainability transitions; Positioning theory; Speech act; Storyline","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5QJZSKG9","journalArticle","2021","Heeks, Richard; Gomez-Morantes, Juan Erasmo; Graham, Mark; Howson, Kelle; Mungai, Paul; Nicholson, Brian; Belle, Jean-Paul Van","Digital platforms and institutional voids in developing countries: The case of ride-hailing markets","World Development","","0305-750X","https://doi.org/10.1016/j.worlddev.2021.105528","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S0305750X21001406","Institutional voids – shortcomings in the institutional functions required by markets – have particularly hampered developing countries. Filling those voids has been widely identified as a strategy for businesses and in this paper we analyse the institutional actions of digital platform companies. Specifically and through primary research, we analyse the impact of e-hailing platforms (Uber, Bolt and EasyTaxi) in Colombia and South Africa on ride-hailing markets characterised by institutional voids. Alongside the void-filling discussed in the literature, we identify three other institutional strategies of these businesses: they also maintain and expand and create institutional voids. The platform companies’ institutional work has formed a market that is more efficient, effective, complete and formalised. At the same time, though, they have institutionalised problematic behaviours and significant inequalities. They have done this by internally institutionalising – within the digital platform and in their broader business model – previously-distributed market functions and power. We suggest some practical actions to address the downsides of platformisation through the filling of ongoing voids, and we identify some research priorities for future studies of institutional voids and platforms in developing countries.","2021","2025-07-26 06:53:30","2025-07-26 06:53:30","","105528","","","145","","","","","","","","","","","","","","","","","","","","","Developing countries; Ride-hailing; Digital platforms; Gig economy; Digital economy; Institutional voids","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F5P7WZVW","journalArticle","2014","Pilinkienė, Vaida; Mačiulis, Povilas","Comparison of Different Ecosystem Analogies: The Main Economic Determinants and Levels of Impact","Procedia - Social and Behavioral Sciences","","1877-0428","https://doi.org/10.1016/j.sbspro.2014.11.204","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S1877042814060248","The term “ecosystem” is mostly noticed in the science of biology; nonetheless it frequently appears in economy related literature, as well. The following terms can be found throughout particular writings: business ecosystem, entrepreneurship ecosystem, an innovation ecosystem, digital business ecosystem and industrial ecosystem. The aim of this research is to compare these analogies. Every analogy has different actors, its environment and various interactions between them; furthermore every ecosystem is a community of subjects that interact as a complete system. Biological ecosystem analogies have a distinctive effect on their entities and the environment, moreover they have different key determinant affecting the performance of the whole system.","2014","2025-07-26 06:53:30","2025-07-26 06:53:30","","365-370","","","156","","","","","","","","","","","","","","","","","","","","","Business ecosystem; digital business ecosystem; entrepreneurship ecosystem; industrial ecosystem.; innovation ecosystem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"34NDDEI5","journalArticle","2024","Chiodo, Veronica; Gerli, Francesco; Giuliano, Ambra","Disentangling tech-enabled system change in social enterprises: an empirical exploration of Ashoka fellows","Journal of Entrepreneurship in Emerging Economies","","2053-4604","https://doi.org/10.1108/JEEE-07-2023-0303","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S205346042400015X","Purpose The complexity of contemporary societal challenges in emerging countries reanimates the necessity of collective action to resolve them. What is required is system change, namely, transformations in policy, practice, power relationships, market dynamics and social customs that underlie social and environmental issues. Technological innovations, paired with intentional social changes, might play a transformative role in this effort. This paper aims to investigate the relationship between the adoption of technologies in social enterprises (SEs) and their contribution to achieving system change. It also addresses the effects of their hybrid nature on this relationship. Design/methodology/approach The analysis relied on data collected through a survey of the global population of Ashoka fellows, which is largely based in emerging economies. Three models were developed concerning different pathways to achieve system change identified in the theoretical framework. These were tested using Probit regressions. Findings The investigation confirms that technology can support SEs in navigating complex pathways to achieve system change rather than merely enabling linear scaling operational strategies. The pursuit of economic value creation, in conjunction with a social mission, decreases the ability of SEs to achieve system change. This is because the scaling paths which hardly create revenues are neglected. Originality/value The study conceptualises a multifaceted model of system change. It tests the framework empirically to show that SEs can adopt technologies to unleash complex system change processes to generate societal impact, on top of merely demonstrating linear approaches to scaling or replication. The paper questions the capacity of SEs to facilitate system change without appropriate financial support and the inherent tensions between hybridity and the depth of system change dynamics.","2024","2025-07-26 06:53:30","2025-07-26 06:53:30","","156-186","","7","17","","","","","","","","","","","","","","","","","","","","","Sustainable development; Technology adoption; Hybrid organisations; Social enterprises; System change","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TUXXUW52","journalArticle","2020","Siti-Nabiha, A. K.; Jurnali, Teddy","Institutional work and implementation of a performance measurement and management system in a developing country","Journal of Accounting & Organizational Change","","1832-5912","https://doi.org/10.1108/JAOC-07-2018-0060","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S1832591220000068","Purpose This paper aims to investigate the actions and activities undertaken by public managers of a local government to institutionalise an externally mandated performance measurement and management (PMM) system in a developing country. Design/methodology/approach A qualitative case study of one of the best-ranked early adopters of PMM in a local government in Indonesia was undertaken, with interviews with public officers at various organisational levels, along with an extensive documentary review. An institutional work perspective was used to explain the types of work undertaken to institutionalise PMM at the organisation. Findings The PMM change was shown to be centralised and directed from the top and facilitated by other public officers. The Mayors’ instrumental and political view of PMM as a tool for efficiency and societal legitimacy enabled the adoption of PMM. The political and cultural work of the Mayor and the key officers involved constructing new rules pertaining to PMM, specifically in dealing with resource allocation and its associated sanctions and rewards, which encouraged more substantive implementation. The substantive implementation of PMM had a significant influence on the norms and values of the local government. Research limitations/implications The case organisation is the local government of a relatively medium-sized city. Therefore, it may be easier to achieve tighter control and coordination as compared to the local government of other larger cities. Originality/value The paper highlights the interrelated nature of institutional work in the creation and disruption of institutions. In addition, the three main types of institutional work, i.e. political, cultural and technical work, are not mutually exclusive. The paper also indicates the processes involved in the implementation of PMM, which unfolds from the establishment of a policy, its impact, and the role of the actors in the process.","2020","2025-07-26 06:53:30","2025-07-26 06:53:30","","447-467","","3","16","","","","","","","","","","","","","","","","","","","","","Institutional work; Developing country; Accounting reform; Performance measurement and management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXCMYUP3","journalArticle","2022","Bendjebbar, Pauline; Fouilleux, Eve","Exploring national trajectories of organic agriculture in Africa. Comparing Benin and Uganda","Journal of Rural Studies","","0743-0167","https://doi.org/10.1016/j.jrurstud.2021.11.012","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S0743016721003454","Why and how organic agriculture has been developing in Africa is under-studied, especially from a political stance. We explore two contrasting empirical case studies of national organic trajectories: Uganda and Benin. In both countries, organic agriculture emerged in the 1980s around food security stakes and spread in the 1990s through certified export value chains, with a faster development in Uganda than in Benin. From a theoretical perspective, this paper proposes an original analytical grid to study national trajectories of institutionalization of organic farming in Africa, based on three main variables: the policy regime in place in the country (including socio-economic and agrifood dimensions); the relative interest of public and private foreign actors in organic agriculture; and the strength of the national organic agriculture movement. Our results show that the degree of institutionalization of the Green Revolution paradigm in the country is of capital importance for explaining developments in organic farming, particularly its materialization through the increasing use of synthetic inputs: institutionalizing organic farming means deinstitutionalizing agrochemicals. We also show that the high level of extraversion of organic agriculture development in Africa through its focus on certified export value chains raises long-term questions of farmers' empowerment and of local consumers/citizens' access to local organic food. Finally, national organic agriculture movements can play a crucial role by politicizing certain issues in national public debate, such as pesticides' impacts on human and environmental health, and by advising governments in organic policy framing and implementation. Applying the proposed socio-political analytical grid to new national or regional African case studies will help to further enrich the empirical knowledge on organic food and farming in Africa.","2022","2025-07-26 06:53:30","2025-07-26 06:53:30","","110-121","","","89","","","","","","","","","","","","","","","","","","","","","Institutionalization; Benin; Organic; Pesticides; Politicization; Uganda","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QQEYE8RF","journalArticle","2025","Alterskye, Alex; Fuller, Ted; Caputo, Andrea","Field dynamics and fields of entrepreneurial practice: Autonomizing process, self-help doxa, and homological action","Scandinavian Journal of Management","","0956-5221","https://doi.org/10.1016/j.scaman.2024.101393","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S0956522124000745","Entrepreneurship research increasingly advocates for diverse methodological approaches to explore entrepreneurial activity within various contexts. Responding to this call, this paper employs Bourdieu’s theory of practice to investigate entrepreneurship in two UK cities: Liverpool and Kingston upon Hull (Hull). By adopting an abductive approach, we shed light on shared practical understandings and multi-practitioner entrepreneurial activities. Using the concept of a 'field of entrepreneurship' to elucidate entrepreneurial contexts, our study reveals the dynamics within these settings that encourage agents to engage in entrepreneurial endeavours. In Liverpool, an autonomizing process is observed, wherein agents are drawn into entrepreneurship due to factors such as perceived social capital, ease of access, and adherence to a self-help doxa or ethos. Conversely, in Hull, perceived low entrepreneurial activity prompts agents to form formal alliances and initiatives to bolster the entrepreneurial landscape, leading to a distinct form of homological alliance-building. This research brings a unique empirical application of practice theory to the study of entrepreneurship and context, offering insights into the interplay between agency and structure. By uncovering shared practices facilitating entrepreneurial activities across different contexts, our findings enrich our understanding of entrepreneurial dynamics and inform strategies for fostering entrepreneurship.","2025","2025-07-26 06:53:30","2025-07-26 06:53:30","","101393","","1","41","","","","","","","","","","","","","","","","","","","","","Social capital; Autonomizing process; Bourdieusian theory of practice; Doxa; Entrepreneurial habitus; Entrepreneurship and context; Field of entrepreneurship and field dynamics; Homological activity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57GHA3UA","journalArticle","2016","Sigala, Marianna","Learning with the market","International Journal of Contemporary Hospitality Management","","0959-6119","https://doi.org/10.1108/IJCHM-06-2014-0285","https://www-sciencedirect-com-cimr.knimbus.com/science/article/pii/S0959611916000243","Purpose Although the generation of social value is the focus of social entrepreneurship, little research attention is paid on how social value and transformation can be created. By adopting a market approach, this study aims to develop a framework showing how social enterprises in tourism/hospitality can generate social value and transformation. Design/methodology/approach A thorough literature review revealed that a market approach is an appropriate lens for understanding social entrepreneurship. Consequently, a framework based on “learning with the market” is proposed as a useful tool for identifying, managing and also creating (new) opportunities for social ventures. The justification and the theoretical underpinnings of the market-based framework are further supported by discussing various other theories and concepts. Findings The framework identifies three capabilities that social entrepreneurs need to develop for generating social value and transformation: network structure, market practices and market pictures. Several examples from tourism and hospitality social enterprises are analyzed for showing the applicability and usefulness of the framework. Research limitations/implications The paper proposes a conceptual framework as well as several research directions for further testing, refining and expanding it. Practical implications By applying the framework on several tourism and hospitality social enterprises, the paper provides practical implications about the capabilities that social enterprises should develop for engaging with other market actors to identify and exploit (new) market opportunities for social value co-creation, and influence market plasticity for forming new markets and driving social change. Social implications The suggested framework identifies the capabilities and the ways in which (tourism/hospitality) social enterprises can engage with and form markets for co-creating social value and escalating their social impacts through social transformation. Originality/value The paper provides a new marketing approach (that overcomes the limitations of traditional economic theories) for understanding how social enterprises can shape, manage and engage with social markets for generating social value.","2016","2025-07-26 06:53:30","2025-07-26 06:53:30","","1245-1286","","6","28","","","","","","","","","","","","","","","","","","","","","Social entrepreneurship; Tourism; Hospitality; Market; Social transformation; Social value","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
